,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,4,11,4,4,14,3
actual_DESC,0,9,8,6,15,2
actual_ENTY,2,6,12,7,13,0
actual_HUM,1,9,13,8,8,1
actual_LOC,5,6,7,8,10,4
actual_NUM,4,10,13,5,3,5
