,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,15,1,0,0,0,0
actual_DESC,4,5,3,2,0,2
actual_ENTY,0,7,6,3,0,0
actual_HUM,0,2,1,11,0,2
actual_LOC,0,1,1,0,9,5
actual_NUM,0,2,2,4,6,2
