,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,11,3,1,1,0,0
actual_DESC,2,4,1,3,2,4
actual_ENTY,1,8,1,2,1,3
actual_HUM,0,1,0,13,2,0
actual_LOC,0,0,0,0,7,9
actual_NUM,0,1,1,2,2,10
