,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,38,1,0,0,0,1
actual_DESC,6,19,9,3,2,1
actual_ENTY,0,5,22,7,4,2
actual_HUM,0,4,6,25,4,1
actual_LOC,1,5,1,2,30,1
actual_NUM,0,2,1,1,2,34
