,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,35,5,0,0,0,0
actual_DESC,6,25,2,4,3,0
actual_ENTY,0,13,21,2,4,0
actual_HUM,1,2,9,26,1,1
actual_LOC,0,2,6,4,28,0
actual_NUM,0,2,2,1,2,33
