,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,14,1,1,0,0,0
actual_DESC,1,9,5,1,0,0
actual_ENTY,0,3,8,4,1,0
actual_HUM,2,0,0,12,1,1
actual_LOC,0,1,3,3,9,0
actual_NUM,0,0,2,2,1,11
