,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,15,1,0,0,0,0
actual_DESC,1,9,3,3,0,0
actual_ENTY,0,5,9,2,0,0
actual_HUM,0,1,5,8,1,1
actual_LOC,1,0,0,0,15,0
actual_NUM,0,2,0,0,2,12
