,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,14,1,0,0,0,1
actual_DESC,3,11,1,1,0,0
actual_ENTY,0,0,9,2,4,1
actual_HUM,0,0,2,12,2,0
actual_LOC,0,2,1,1,12,0
actual_NUM,0,1,0,0,0,15
