method,model,folds,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,training_seconds_mean,training_seconds_std,pca_explained_variance_mean
lda,logistic_regression,5,0.7583333333333334,0.06353312784157042,0.7559181679196565,0.06427006280630036,0.03764006000710651,0.004608353481569159,
lda,vqc_z_zz_reupload,5,0.5708333333333334,0.11009189658846123,0.5716760849293758,0.1069308714826455,43.36148774002213,0.6260957394095743,
