epoch,train_loss,development_loss,train_accuracy,development_accuracy
46,0.007895200891653076,0.005805396009236574,1.0,1.0
47,0.0054783287341706455,0.004342933185398579,1.0,1.0
48,0.005409500212408602,0.005267671775072813,1.0,1.0
49,0.007255721633555368,0.0070234788581728935,1.0,1.0
50,0.004563262948067859,0.005524955689907074,1.0,1.0
51,0.004421143064973876,0.00381335336714983,1.0,1.0
52,0.004122150334296748,0.00371736497618258,1.0,1.0
53,0.003201255516614765,0.004052131902426481,1.0,1.0
54,0.004008709162008017,0.003453048411756754,1.0,1.0
55,0.00376304640667513,0.004902868531644344,1.0,1.0
56,0.0031462816114071757,0.0033902006689459085,1.0,1.0
57,0.0032511828176211566,0.0028038902673870325,1.0,1.0
58,0.003216596378479153,0.003536446252837777,1.0,1.0
59,0.003943753486964852,0.0029600155539810658,1.0,1.0
60,0.0028317830874584615,0.002212346065789461,1.0,1.0
61,0.0033055783715099096,0.002308064606040716,1.0,1.0
62,0.0022699315304635093,0.0030477032996714115,1.0,1.0
63,0.002924497573985718,0.0026587890461087227,1.0,1.0
64,0.0025637104990892112,0.0031116765458136797,1.0,1.0
65,0.002322631946299225,0.0027858009561896324,1.0,1.0
66,0.0021807992307003587,0.0035031253937631845,1.0,1.0
67,0.0024318989599123597,0.0033961995504796505,1.0,1.0
68,0.0020640966249629855,0.0018288122955709696,1.0,1.0
69,0.002196633562562056,0.0022066428791731596,1.0,1.0
70,0.0017856403428595513,0.0020432996097952127,1.0,1.0
71,0.002565302391303703,0.0016562268137931824,1.0,1.0
72,0.001989907308598049,0.0024348823353648186,1.0,1.0
73,0.0015887632180238143,0.0017145344754680991,1.0,1.0
74,0.0020266932260710746,0.0034993812441825867,1.0,1.0
75,0.0018424158479319885,0.0016524435486644506,1.0,1.0
76,0.0020215128461131826,0.0022169104777276516,1.0,1.0
77,0.0015141846524784341,0.002021683845669031,1.0,1.0
78,0.0013367130886763334,0.0011884841369464993,1.0,1.0
79,0.001747227186569944,0.0013973313616588712,1.0,1.0
80,0.0015171843697316945,0.0009867637418210506,1.0,1.0
81,0.001394435268593952,0.0012537017464637756,1.0,1.0
82,0.0013035245719947852,0.0015133819542825222,1.0,1.0
83,0.0012913076861877926,0.0011857482604682446,1.0,1.0
84,0.0013015688673476689,0.0014894232153892517,1.0,1.0
85,0.0021318371072993614,0.0013692333595827222,1.0,1.0
86,0.001149784009612631,0.001444834633730352,1.0,1.0
87,0.0016019528120523319,0.0015595958102494478,1.0,1.0
88,0.001178981940029189,0.0010100898798555136,1.0,1.0
89,0.0014241942699300125,0.0008575427928008139,1.0,1.0
90,0.0014202572419890203,0.0009960117749869823,1.0,1.0
91,0.0014122377833700739,0.0008852016180753708,1.0,1.0
92,0.0013241774286143482,0.0009212121367454529,1.0,1.0
93,0.0010955705802189186,0.0013811084209010005,1.0,1.0
94,0.0011114393346360885,0.0008874278282746673,1.0,1.0
95,0.0009108963204198517,0.0009638601331971586,1.0,1.0
96,0.0009267488640034571,0.0007888621767051518,1.0,1.0
97,0.0008545955934096128,0.0013089976273477077,1.0,1.0
98,0.0013004098436795175,0.000966718653216958,1.0,1.0
99,0.0012617314932867885,0.0006132350536063313,1.0,1.0
100,0.001112667225243058,0.0010638447711244226,1.0,1.0
101,0.0010008934114011936,0.0009270834270864725,1.0,1.0
102,0.0008175055627361871,0.0007840714533813298,1.0,1.0
103,0.0011573457304621115,0.001098860171623528,1.0,1.0
104,0.0009640107600716874,0.0011432262836024165,1.0,1.0
105,0.0008173855021595955,0.0009172434220090508,1.0,1.0
106,0.0008634024561615661,0.001326030702330172,1.0,1.0
107,0.0007744494068901986,0.0011172168888151646,1.0,1.0
108,0.0007991473357833456,0.0006822926225140691,1.0,1.0
109,0.0006085194654588122,0.0013096655020490289,1.0,1.0
110,0.0007528681489930023,0.0006792123895138502,1.0,1.0
111,0.0008254580607172102,0.0007995179621502757,1.0,1.0
112,0.0007773224206175655,0.00042207303340546787,1.0,1.0
113,0.0007610806824231986,0.0008024818380363286,1.0,1.0
114,0.0007000736222835258,0.0006624129018746316,1.0,1.0
115,0.0006273791877902113,0.0004525087133515626,1.0,1.0
116,0.0006656742007180583,0.001000760355964303,1.0,1.0
117,0.0007404964017041493,0.0004863923240918666,1.0,1.0
118,0.0007458668296749238,0.000922132283449173,1.0,1.0
119,0.0008359137900697533,0.0005522251594811678,1.0,1.0
120,0.0005589223619608674,0.0004573773476295173,1.0,1.0
