,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,34,8,0,0,0,1
actual_DESC,26,438,54,28,21,14
actual_ENTY,8,77,442,48,34,16
actual_HUM,5,9,41,512,29,15
actual_LOC,0,16,11,14,369,8
actual_NUM,2,3,12,7,12,412
