method,model,folds,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,training_seconds_mean,training_seconds_std,pca_explained_variance_mean
lda,logistic_regression,5,0.71875,0.05049666518142009,0.7149312201082225,0.050755001787906394,0.036525899998378006,0.0064798008896957025,
lda,vqc_z_zz,5,0.675,0.04623404379410862,0.6733139075665171,0.04497097931078852,34.705336599994915,1.0508128415077884,
