,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,15,1,0,0,0,0
actual_DESC,0,12,2,2,0,0
actual_ENTY,0,2,11,3,0,0
actual_HUM,0,1,4,10,0,1
actual_LOC,1,1,0,0,14,0
actual_NUM,0,1,0,0,2,13
