,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,12,0,0,0,2,2
actual_DESC,1,6,3,1,1,4
actual_ENTY,0,5,4,3,2,2
actual_HUM,0,1,1,9,3,2
actual_LOC,0,1,6,3,4,2
actual_NUM,0,0,2,2,4,8
