,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,15,0,0,0,1,0
actual_DESC,2,11,1,1,0,1
actual_ENTY,1,3,9,3,0,0
actual_HUM,0,3,2,11,0,0
actual_LOC,1,4,0,3,8,0
actual_NUM,0,0,1,1,2,12
