,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,14,2,0,0,0,0
actual_DESC,2,8,2,2,2,0
actual_ENTY,0,2,12,1,1,0
actual_HUM,0,1,1,13,1,0
actual_LOC,0,0,0,0,16,0
actual_NUM,0,0,1,0,1,14
