method,model,folds,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,training_seconds_mean,training_seconds_std,pca_explained_variance_mean
lda,logistic_regression,5,0.7270833333333334,0.040611643103370704,0.7284595127787339,0.04263682746421295,0.03461621999740601,0.0035300157426320354,
lda,vqc_z_zz,5,0.6604166666666667,0.07460835241445826,0.6601127205990452,0.07409822451550048,40.220208800013644,9.59017704871375,
