,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,15,2,0,1,0,0
actual_DESC,19,173,22,9,8,2
actual_ENTY,1,24,200,13,8,4
actual_HUM,0,6,17,209,9,3
actual_LOC,0,0,4,6,156,1
actual_NUM,0,0,7,1,3,168
