,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,17,0,0,0,0,0
actual_DESC,17,175,22,6,4,8
actual_ENTY,1,22,192,15,16,4
actual_HUM,1,4,20,212,8,0
actual_LOC,0,6,5,7,148,1
actual_NUM,1,1,4,1,3,169
