,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,12,5,0,0,0,0
actual_DESC,11,170,21,11,14,6
actual_ENTY,1,23,175,27,12,12
actual_HUM,0,4,18,209,4,9
actual_LOC,0,4,3,4,151,5
actual_NUM,0,2,1,3,3,171
