,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,15,2,0,0,0,0
actual_DESC,17,182,18,7,5,3
actual_ENTY,2,36,171,23,13,5
actual_HUM,2,7,11,217,6,2
actual_LOC,0,10,6,1,147,3
actual_NUM,0,3,2,5,6,163
