method,model,folds,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,training_seconds_mean,training_seconds_std,pca_explained_variance_mean
lda,logistic_regression,2,0.8312545854732208,0.003631509514531012,0.8057548472186182,0.007190883902381964,0.09648020003805868,0.03581990820411715,
lda,vqc_z_zz,2,0.7837490829053558,0.0365744886820628,0.752728123342413,0.03686587897403471,14.561791000014637,2.258599751071524,
