method,model,fold,seed,training_examples,validation_examples,accuracy,macro_f1,training_seconds,explained_variance
lda,logistic_regression,1,43,2726,2726,0.8286867204695525,0.8006701244485188,0.12180870003066957,
lda,vqc_z_zz,1,43,2726,2726,0.8096111518708731,0.7787962363593555,16.15886219998356,
lda,logistic_regression,2,44,2726,2726,0.8338224504768892,0.8108395699887178,0.0711517000454478,
lda,vqc_z_zz,2,44,2726,2726,0.7578870139398386,0.7266600103254705,12.964719800045714,
