,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,32,7,1,0,0,0
actual_DESC,5,17,6,4,6,2
actual_ENTY,0,11,23,2,4,0
actual_HUM,1,2,9,26,1,1
actual_LOC,0,2,6,2,30,0
actual_NUM,0,0,2,1,3,34
