epoch,training_loss,training_accuracy,development_loss,development_accuracy,development_macro_f1
1,1.8207284659147263,0.15885416666666666,1.7889342109362285,0.21875,0.1307579783264173
2,1.7797898600498836,0.21875,1.755464772383372,0.2916666666666667,0.19385620915032684
3,1.7513519078493118,0.2578125,1.7230041027069092,0.3229166666666667,0.22795321637426902
4,1.7144675254821777,0.3411458333333333,1.6728541851043701,0.3645833333333333,0.2792929292929293
5,1.660910780231158,0.3385416666666667,1.5982569654782612,0.375,0.27543123543123543
6,1.5988386670748393,0.3411458333333333,1.5401553511619568,0.375,0.2959515792849126
7,1.5543295194705327,0.3515625,1.5019275148709614,0.4166666666666667,0.35202616030202233
8,1.5230940878391266,0.3697916666666667,1.4738145470619202,0.375,0.31808896417592075
9,1.5032434562842052,0.390625,1.4547563791275024,0.3958333333333333,0.34770829664661823
10,1.4835809121529262,0.4088541666666667,1.431421160697937,0.3854166666666667,0.3453735826924233
11,1.46866974234581,0.4270833333333333,1.4181076486905415,0.3854166666666667,0.3458152053992132
12,1.456325555841128,0.4192708333333333,1.4081864555676777,0.3958333333333333,0.357937811724718
13,1.4443692763646443,0.4296875,1.400064726670583,0.40625,0.36887955040128956
14,1.4339757313330967,0.4166666666666667,1.3851261337598164,0.3958333333333333,0.3470940170940171
15,1.4239832560221355,0.4244791666666667,1.3826204935709636,0.4270833333333333,0.38606363606363603
16,1.4167050222555797,0.4296875,1.3720666368802388,0.40625,0.36186450186450186
17,1.411016007264455,0.4192708333333333,1.3691278100013733,0.4479166666666667,0.4120794669993755
18,1.4077556729316711,0.4375,1.3680487473805745,0.4166666666666667,0.379210526877547
19,1.3969305902719498,0.4348958333333333,1.3586924473444622,0.4479166666666667,0.41164125164887944
20,1.3935991376638412,0.4375,1.3589743574460347,0.4479166666666667,0.41927300864082473
21,1.3870217303435008,0.4427083333333333,1.3535954356193542,0.4479166666666667,0.41834462667796
22,1.3825426151355107,0.4401041666666667,1.3487547834714253,0.4791666666666667,0.45651274651274654
23,1.381284385919571,0.4479166666666667,1.3499091664950054,0.46875,0.4455339955339955
24,1.3753520299990971,0.453125,1.345197280248006,0.4895833333333333,0.46565672815672815
25,1.3719358841578166,0.453125,1.3432889382044475,0.46875,0.44162804260843475
26,1.3711835394303005,0.4401041666666667,1.3377862771352131,0.4791666666666667,0.45109890530770924
27,1.364345187942187,0.4479166666666667,1.3377451101938884,0.4791666666666667,0.452737166991553
28,1.3614716579516728,0.4609375,1.3349385857582092,0.4791666666666667,0.45024119275644825
29,1.359248121579488,0.4583333333333333,1.331372598807017,0.46875,0.4444628596581059
30,1.357496107618014,0.4557291666666667,1.3298269907633464,0.46875,0.4426463955783178
31,1.3529876619577408,0.4505208333333333,1.3326635758082073,0.4791666666666667,0.45024119275644825
32,1.3542644878228505,0.4609375,1.324664572874705,0.46875,0.4390669515669516
33,1.348912626504898,0.4635416666666667,1.3284432291984558,0.4791666666666667,0.45448212836993296
34,1.3489745606978734,0.453125,1.3179474274317424,0.4791666666666667,0.4426015052485641
35,1.3442844400803249,0.453125,1.323105235894521,0.4895833333333333,0.45512456190205547
36,1.3423629601796467,0.4609375,1.3206743399302165,0.4895833333333333,0.46176959215752317
37,1.3420294945438702,0.4609375,1.3202873865763347,0.4895833333333333,0.46263238677031787
38,1.341808130343755,0.4583333333333333,1.3163601756095886,0.46875,0.4410493494177459
39,1.3383195797602336,0.4557291666666667,1.3078091243902843,0.5,0.46678900098254933
40,1.3371082892020543,0.4609375,1.3191149234771729,0.5,0.4746183640920482
41,1.3337814956903458,0.4661458333333333,1.3107723891735077,0.4895833333333333,0.4628484940984941
42,1.331503468255202,0.4635416666666667,1.3105262021223705,0.5,0.4756690069190069
43,1.331015447775523,0.4635416666666667,1.3054980635643005,0.4895833333333333,0.45915736540736535
