,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,12,5,0,0,0,0
actual_DESC,12,171,25,9,12,4
actual_ENTY,1,21,187,25,10,6
actual_HUM,0,4,19,210,4,7
actual_LOC,0,5,4,4,148,6
actual_NUM,0,2,2,1,3,172
