,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,17,0,0,0,0,0
actual_DESC,15,173,23,8,5,8
actual_ENTY,0,16,205,13,13,3
actual_HUM,1,3,18,215,8,0
actual_LOC,0,5,3,8,150,1
actual_NUM,0,1,5,2,1,170
