method,model,folds,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,training_seconds_mean,training_seconds_std,pca_explained_variance_mean
lda,logistic_regression,5,0.7583333333333334,0.06353312784157042,0.7559181679196565,0.06427006280630036,0.038789060001727195,0.009132977290568596,
lda,vqc,5,0.58125,0.0808215197552951,0.5799492014261202,0.08108187455115343,37.3943814399885,1.343510458761203,
