,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,12,1,0,3,0,0
actual_DESC,0,7,6,2,1,0
actual_ENTY,0,3,9,4,0,0
actual_HUM,0,0,4,10,1,1
actual_LOC,0,3,1,0,12,0
actual_NUM,2,1,1,1,2,9
