retained_variance,classical_development_accuracy,classical_development_macro_f1,classical_test_accuracy,classical_test_macro_f1,classical_training_seconds,vqc_best_epoch,vqc_development_accuracy,vqc_development_macro_f1,vqc_test_accuracy,vqc_test_macro_f1,vqc_training_seconds
0.21998879313468933,0.5833333333333334,0.5820712849316968,0.582,0.5366063922584658,0.05266919999849051,3,0.2,0.1360838779956427,0.18,0.11321721669285839,3.1524428999982774
