,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,1,2,0,2,0,4
actual_DESC,117,9,0,5,0,7
actual_ENTY,27,6,0,9,0,52
actual_HUM,8,2,0,10,0,45
actual_LOC,11,3,0,8,0,59
actual_NUM,11,6,0,26,0,70
