method,model,folds,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,training_seconds_mean,training_seconds_std,pca_explained_variance_mean
lda,logistic_regression,5,0.7583333333333334,0.06353312784157042,0.7559181679196565,0.06427006280630036,0.03184017998864874,0.008357283596509916,
lda,vqc_z_zz,5,0.6666666666666666,0.06750771560841522,0.6648642342962175,0.06739587083565027,33.63652820001589,1.108166646516392,
