method,model,folds,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,training_seconds_mean,training_seconds_std,pca_explained_variance_mean
lda,logistic_regression,5,0.8418955759802891,0.010454976918207055,0.8103361124702244,0.015523433016919715,0.0978721889998269,0.0029962434751349847,
lda,vqc_z_zz,5,0.8393267686408397,0.011987506742817983,0.8194572733718634,0.015119069188482213,508.5235121673999,17.088031459950418,
