method,model,folds,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,training_seconds_mean,training_seconds_std,pca_explained_variance_mean
lda,logistic_regression,5,0.8417122579234604,0.010828168611076069,0.8101908913194922,0.015753896828221026,0.1057330199982971,0.022329902834220212,
lda,vqc_z_zz,5,0.8314427467435819,0.015706837095009852,0.8061319775745582,0.019736975638143646,449.76370121999645,114.29256875272411,
