,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,2,7,1,0,1,5
actual_DESC,2,10,0,0,2,2
actual_ENTY,3,11,0,0,0,2
actual_HUM,3,8,0,0,0,5
actual_LOC,1,10,0,0,1,4
actual_NUM,1,9,2,0,3,1
