,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,8,1,1,3,2,1
actual_DESC,1,1,4,4,5,1
actual_ENTY,2,0,3,5,5,1
actual_HUM,2,2,2,5,4,1
actual_LOC,0,1,3,5,4,3
actual_NUM,1,1,2,7,2,3
