,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,5,2,5,2,2,0
actual_DESC,0,3,6,2,4,1
actual_ENTY,1,1,3,3,6,2
actual_HUM,0,2,7,4,2,1
actual_LOC,0,0,6,4,4,2
actual_NUM,2,0,6,0,2,6
