,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,4,2,2,6,1,1
actual_DESC,4,2,4,2,3,1
actual_ENTY,1,2,5,4,3,1
actual_HUM,0,2,4,7,3,0
actual_LOC,1,0,1,6,5,3
actual_NUM,0,2,2,4,6,2
