,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,2,2,7,0,0,5
actual_DESC,2,3,9,1,0,1
actual_ENTY,1,5,4,3,1,2
actual_HUM,1,3,6,2,2,2
actual_LOC,1,2,5,1,2,5
actual_NUM,4,3,3,0,3,3
