,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,6,1,6,1,2,0
actual_DESC,0,6,5,1,3,1
actual_ENTY,1,1,10,2,2,0
actual_HUM,2,3,2,8,1,0
actual_LOC,2,3,1,6,4,0
actual_NUM,1,1,1,5,2,6
