,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,9,1,2,3,1,0
actual_DESC,7,1,2,6,0,0
actual_ENTY,9,0,0,5,2,0
actual_HUM,7,1,2,4,2,0
actual_LOC,8,1,1,4,2,0
actual_NUM,11,0,0,5,0,0
