,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,5,0,7,1,3,0
actual_DESC,3,0,7,0,2,4
actual_ENTY,3,0,10,0,0,3
actual_HUM,6,0,8,0,1,1
actual_LOC,5,0,8,0,1,2
actual_NUM,4,0,9,1,1,1
