,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,27,12,0,0,1,0
actual_DESC,21,8,0,3,8,0
actual_ENTY,21,7,0,3,9,0
actual_HUM,9,13,0,10,8,0
actual_LOC,7,12,0,4,17,0
actual_NUM,19,8,0,3,10,0
