,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,14,1,0,1,0,0
actual_DESC,2,10,2,0,1,1
actual_ENTY,1,2,11,1,0,1
actual_HUM,0,2,1,12,0,1
actual_LOC,0,1,0,1,12,2
actual_NUM,0,0,0,0,0,16
