,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,12,4,0,0,0,0
actual_DESC,1,11,1,1,0,2
actual_ENTY,0,2,7,3,1,3
actual_HUM,0,1,0,15,0,0
actual_LOC,0,1,0,3,12,0
actual_NUM,0,1,1,3,1,10
