,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,15,1,0,0,0,0
actual_DESC,2,6,3,3,1,1
actual_ENTY,0,5,8,0,2,1
actual_HUM,0,0,5,9,1,1
actual_LOC,0,1,0,1,12,2
actual_NUM,0,2,1,0,3,10
