,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,10,1,2,2,0,1
actual_DESC,2,6,2,3,2,1
actual_ENTY,0,4,7,4,1,0
actual_HUM,1,1,3,9,0,2
actual_LOC,0,2,0,2,12,0
actual_NUM,0,0,3,1,1,11
