,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,12,3,0,0,0,1
actual_DESC,2,6,5,1,1,1
actual_ENTY,1,5,7,2,1,0
actual_HUM,0,1,2,13,0,0
actual_LOC,2,0,0,2,12,0
actual_NUM,1,0,0,1,0,14
