,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,11,4,0,1,0,0
actual_DESC,1,8,4,1,0,2
actual_ENTY,1,2,9,2,2,0
actual_HUM,1,0,0,12,3,0
actual_LOC,0,2,2,0,12,0
actual_NUM,0,0,0,0,1,15
