,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,15,1,0,0,0,0
actual_DESC,1,10,3,0,2,0
actual_ENTY,0,4,10,0,2,0
actual_HUM,0,3,2,10,1,0
actual_LOC,0,1,1,0,14,0
actual_NUM,0,0,2,0,1,13
