method,model,fold,seed,training_examples,validation_examples,accuracy,macro_f1,training_seconds,explained_variance
lda,logistic_regression,1,43,240,240,0.7,0.7042702624266067,0.05465969996294007,
lda,vqc_z_zz,1,43,240,240,0.4166666666666667,0.37762819366321015,1.3113388999481685,
lda,logistic_regression,2,44,240,240,0.7,0.6956354384123484,0.03986530000111088,
lda,vqc_z_zz,2,44,240,240,0.4125,0.37922884083091724,1.2773360999999568,
