method,model,folds,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,training_seconds_mean,training_seconds_std,pca_explained_variance_mean
lda,logistic_regression,2,0.7,0.0,0.6999528504194776,0.0061057426148344906,0.047262499982025474,0.010461220536595418,
lda,vqc_z_zz,2,0.4145833333333333,0.002946278254943977,0.3784285172470637,0.001131828466572718,1.2943374999740627,0.024043610422710124,
