retained_variance,classical_development_accuracy,classical_development_macro_f1,classical_test_accuracy,classical_test_macro_f1,classical_training_seconds,vqc_best_epoch,vqc_development_accuracy,vqc_development_macro_f1,vqc_test_accuracy,vqc_test_macro_f1,vqc_training_seconds
0.2603018581867218,0.6666666666666666,0.6660788923719958,0.694,0.6591883740841765,0.05763500003376976,16,0.4375,0.42888797477032775,0.434,0.4192614446898261,245.05627470003674
