,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,15,0,0,1,0,0
actual_DESC,2,9,1,1,1,2
actual_ENTY,0,3,10,3,0,0
actual_HUM,1,0,3,10,2,0
actual_LOC,0,2,2,1,11,0
actual_NUM,0,0,1,1,0,14
