,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,11,4,0,0,0,1
actual_DESC,1,10,1,0,2,2
actual_ENTY,0,0,10,3,2,1
actual_HUM,0,2,3,8,2,1
actual_LOC,0,2,0,1,13,0
actual_NUM,0,0,1,0,0,15
