,predicted_ABBR,predicted_DESC,predicted_ENTY,predicted_HUM,predicted_LOC,predicted_NUM
actual_ABBR,13,2,1,0,0,0
actual_DESC,0,9,6,1,0,0
actual_ENTY,0,2,8,3,2,1
actual_HUM,0,2,1,11,0,2
actual_LOC,1,2,3,3,7,0
actual_NUM,1,0,0,2,0,13
