epoch,training_loss,training_accuracy,development_loss,development_accuracy,development_macro_f1
50,1.3165902942419052,0.5130208333333334,1.3623892664909363,0.4791666666666667,0.4597840718622832
51,1.3093047738075256,0.5182291666666666,1.3573809266090393,0.5,0.4902750724088157
52,1.3023503124713898,0.5208333333333334,1.3545976479848225,0.5,0.4888241140613057
53,1.2946354026595752,0.5338541666666666,1.3447032570838928,0.5104166666666666,0.5016221578721579
54,1.2921673903862636,0.53125,1.344395101070404,0.5104166666666666,0.4984044605368135
55,1.283321092526118,0.5286458333333334,1.3398032387097676,0.5,0.49126353540615003
56,1.2788333222270012,0.53125,1.336937129497528,0.5104166666666666,0.5046693083400536
57,1.2734687825043995,0.5390625,1.3296205401420593,0.4895833333333333,0.4845657858815753
58,1.2677310754855473,0.5390625,1.3259318470954895,0.5,0.49697039697039697
59,1.2672148495912552,0.5416666666666666,1.3308727939923604,0.5,0.4970458553791886
60,1.2594881529609363,0.5364583333333334,1.3264724612236023,0.5104166666666666,0.5051012387599824
61,1.2569177150726318,0.546875,1.3236112594604492,0.5208333333333334,0.5182077106261873
62,1.2547593812147777,0.5390625,1.3165912628173828,0.5,0.49746082377661316
63,1.2502432018518448,0.5390625,1.319776177406311,0.5208333333333334,0.5178217619643765
64,1.246263896425565,0.5364583333333334,1.3156060973803203,0.5,0.4917261913866328
65,1.2400446409980457,0.546875,1.3158700466156006,0.5104166666666666,0.5042087466272233
66,1.2369954511523247,0.546875,1.3058185776074727,0.4895833333333333,0.486582196231319
67,1.233149806658427,0.5520833333333334,1.3160940408706665,0.5104166666666666,0.5041465482891628
68,1.23019839823246,0.5520833333333334,1.30296128988266,0.4791666666666667,0.4742014742014742
69,1.2271077732245128,0.5494791666666666,1.309410810470581,0.4791666666666667,0.4736357046701875
70,1.2249138330419858,0.546875,1.305013100306193,0.4791666666666667,0.4733353709660717
71,1.2207653100291889,0.5442708333333334,1.3035563627878826,0.5104166666666666,0.5133824547995882
72,1.2205282971262932,0.5520833333333334,1.2981728514035542,0.5104166666666666,0.5095288093132921
73,1.213708830376466,0.5520833333333334,1.29778653383255,0.5,0.4950484937136772
74,1.2098180452982585,0.5546875,1.298030694325765,0.4895833333333333,0.4860280970625797
75,1.2136243159572284,0.5651041666666666,1.299041708310445,0.5208333333333334,0.5244203917451972
76,1.208934371670087,0.5546875,1.3014209866523743,0.4791666666666667,0.4755927650064767
77,1.2042893941203754,0.5651041666666666,1.2932241956392925,0.5104166666666666,0.5116590017542055
78,1.2022639587521553,0.5651041666666666,1.29789133866628,0.5,0.5005360611597202
79,1.201555274426937,0.546875,1.2953359882036846,0.5,0.5045539082841809
80,1.1976979052027066,0.5546875,1.2970627546310425,0.5,0.5020496024389239
81,1.1936577161153157,0.5625,1.2875384887059529,0.5208333333333334,0.5255052212455863
82,1.1906112482150395,0.5625,1.293232540289561,0.5104166666666666,0.5143954769799204
83,1.1903376827637355,0.5598958333333334,1.2908318638801575,0.5,0.503729997746225
84,1.1896518940726917,0.5598958333333334,1.2861781120300293,0.5104166666666666,0.5110668774271607
85,1.1854063694675763,0.5572916666666666,1.2847097317377727,0.4791666666666667,0.48288519943230884
86,1.18514480193456,0.5703125,1.2943784197171528,0.4791666666666667,0.4853511029818037
87,1.1822195400794346,0.5598958333333334,1.2845882972081502,0.4895833333333333,0.4926457767064978
88,1.178628685573737,0.5546875,1.2825021147727966,0.5104166666666666,0.5131036210391081
89,1.1753414024909337,0.5572916666666666,1.2803222139676411,0.5,0.5084432118587717
90,1.1724367067217827,0.5572916666666666,1.2826834122339885,0.5104166666666666,0.510637829278424
91,1.1742982591191928,0.5546875,1.280024031798045,0.4895833333333333,0.4960864404412791
92,1.1711166227857273,0.5729166666666666,1.2875356276830037,0.4895833333333333,0.493727522648546
93,1.1769268388549488,0.5494791666666666,1.2800339659055073,0.5104166666666666,0.5117360536715376
94,1.1697117711106937,0.5651041666666666,1.2776178121566772,0.5104166666666666,0.5169568753361043
95,1.1643135746320088,0.5598958333333334,1.279266119003296,0.5104166666666666,0.5169860847564832
96,1.1660340577363968,0.5651041666666666,1.2711626489957173,0.5,0.5046604229316703
97,1.1614745805660884,0.5651041666666666,1.2822031776110332,0.5,0.5056838147445358
98,1.1599809651573498,0.5677083333333334,1.2775893211364746,0.4791666666666667,0.4858927182293013
99,1.1599445566534996,0.5625,1.2860167423884075,0.53125,0.5357412672569047
100,1.1534711346030235,0.5729166666666666,1.26739901304245,0.4895833333333333,0.49552334102418993
101,1.1561117221911748,0.5625,1.278733213742574,0.5,0.5064305292009277
102,1.154398928085963,0.5729166666666666,1.2763214310010274,0.4895833333333333,0.49555967962040065
103,1.1520509148637454,0.5677083333333334,1.2718065182367961,0.5,0.5069756706853482
104,1.1522025937835376,0.5755208333333334,1.2746946811676025,0.5208333333333334,0.5282657370342876
105,1.149859535197417,0.5833333333333334,1.2751761078834534,0.5208333333333334,0.527581962892684
106,1.1518236423532169,0.5755208333333334,1.2758866151173909,0.4791666666666667,0.48613857406960853
107,1.14819581558307,0.5677083333333334,1.2713191111882527,0.5208333333333334,0.5267577498428612
108,1.143225481112798,0.5807291666666666,1.2674893140792847,0.5104166666666666,0.5192225635774023
109,1.1465355058511097,0.5703125,1.2695037126541138,0.5208333333333334,0.5287913791807006
110,1.1434035673737526,0.5755208333333334,1.2716118097305298,0.5,0.5061247318521196
111,1.141145167251428,0.5807291666666666,1.2664762139320374,0.53125,0.5395193485293597
112,1.1404116749763489,0.5807291666666666,1.277930756409963,0.5104166666666666,0.5172287482632311
113,1.138734611372153,0.5729166666666666,1.2759353121121724,0.5208333333333334,0.5292037682281584
114,1.138570489982764,0.5807291666666666,1.2604888280232747,0.5208333333333334,0.5282817603768828
115,1.135253553589185,0.5885416666666666,1.2719398140907288,0.5208333333333334,0.5287437794711671
116,1.1346518695354462,0.578125,1.2710200150807698,0.5416666666666666,0.5513557323902151
117,1.1326511825124423,0.5755208333333334,1.271923840045929,0.5104166666666666,0.5174172278338945
118,1.1334037060538928,0.5807291666666666,1.2681628266970317,0.5104166666666666,0.5158840556358336
119,1.1280487179756165,0.5807291666666666,1.2647757331530254,0.5,0.5075745136089963
120,1.1291892131169636,0.5859375,1.2600680987040203,0.5208333333333334,0.5284695591147204
